Volumen,Temperatura,Presion,Humedad,LiberacionEnergia
13.381864122683918,34.89231509546226,0.3262759460296305,0.40891016791979107,212.52991026875813
8.73377791145144,32.13496833969347,6.425081372006275,0.7947072047373669,178.71844214353177
40.62038344070446,9.256103135476653,-7.726133948041031,-0.37223728123387007,515.4269086989376
1.5099380227781107,46.584391514492545,8.716989975701065,1.806969666391125,123.72715149075027
18.608612381249984,47.01478575479358,3.631869070320965,-0.20023090251284661,318.83452337078944
39.87395621695972,24.065378778330594,1.020162956531916,-1.9675115670681154,818.5689079475542
47.86850566832644,47.324576468764064,7.495167089457166,0.4461696431375758,1334.3868470354048
45.47813230569349,27.230248203705383,6.371676310267635,1.6542761823085754,1140.8082796738872
45.21419821632708,19.292569322991742,-5.415090519233081,1.38691876245685,792.4696760308732
44.10188280572628,5.928096379764687,-0.0834639340221699,2.550734982654233,588.0077155427159
26.168698561333645,38.135077388301035,3.1095895218612206,0.05762291916102617,505.4021451297528
13.193756175821168,38.66404771797306,-5.891095917581188,0.7918877575721424,220.393620015894
35.88361171256475,16.862937699573465,-6.354850317519349,-1.0197031996081,540.9606113506964
9.831993349014645,30.58812365486318,1.7439582043161543,-0.4403593532887866,143.34798908518164
33.908669164932476,11.101349610495177,-0.17227018050263965,1.219127040996108,491.59115689218197
10.524531885186862,24.56494615388285,9.32222282279374,-0.739986560280699,224.04516203140292
46.11281249157943,35.87486814635004,6.478557370313567,0.31307889179070914,1170.471827807244
1.5060887262552953,45.267871928845565,-5.464706488735889,-0.2742525075279067,-74.50198390032989
9.18430055012755,27.530126994299568,5.37041940843541,-1.2035313234477685,134.4566788877034
27.123952392390724,9.975406171914576,-3.7810709497420465,-0.15029502874237258,268.52758933462644
43.11656035850542,26.335022984812532,-4.062730453374723,-1.1181318724432487,893.9249868562819
19.969537094176296,3.8457588671175933,-8.431318704181862,-1.2406774017091482,-31.39759528488169
4.080174703006151,6.160279261365399,2.121333508309185,-0.6890739798772392,12.793254031294182
6.440633481001235,6.128806205786636,-2.6702252498919847,1.3026875990916356,-1.026627429221687
48.671699327724966,43.26457038052262,7.397937599821965,0.16057817281191056,1386.5476300607686
19.105664929943526,49.483944150888874,9.38697276165383,-0.5982905886474481,378.9745536798758
